# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     1.77225208     1.78368616     0.91313386     4.18368816  7315.71630859     0.12997250     1.78368616  7315.71630859     4.18368816     0.00100000     0.70745754
     1.77293599     1.78407836     0.91384846     4.18366575  7317.92578125     0.12997250     1.78407836  7317.92578125     4.18366575     0.00100000     0.70745802
     1.77361989     1.78446782     0.91456079     4.18364382  7320.13134766     0.12997250     1.78446782  7320.13134766     4.18364382     0.00100000     0.70745862
     1.77430391     1.78485489     0.91527158     4.18362331  7322.34179688     0.12997250     1.78485489  7322.34179688     4.18362331     0.00100000     0.70745897
     1.77498782     1.78524041     0.91598076     4.18360376  7324.54541016     0.12997250     1.78524041  7324.54541016     4.18360376     0.00100000     0.70745945
     1.77567172     1.78562391     0.91668922     4.18358517  7326.73681641     0.12997250     1.78562391  7326.73681641     4.18358517     0.00100000     0.70745993
     1.77635562     1.78600764     0.91739714     4.18356609  7328.94140625     0.12997250     1.78600764  7328.94140625     4.18356609     0.00100000     0.70746034
     1.77703953     1.78639126     0.91810548     4.18354654  7331.14257812     0.12997250     1.78639126  7331.14257812     4.18354654     0.00100000     0.70746082
     1.77772355     1.78677642     0.91881424     4.18352747  7333.35253906     0.12997252     1.78677642  7333.35253906     4.18352747     0.00100000     0.70746106
     1.77840745     1.78716230     0.91952384     4.18350697  7335.54687500     0.12997249     1.78716230  7335.54687500     4.18350697     0.00100000     0.70746124
     1.77909136     1.78755009     0.92023504     4.18348646  7337.75000000     0.12997250     1.78755009  7337.75000000     4.18348646     0.00100000     0.70746142
     1.77977526     1.78793907     0.92094845     4.18346405  7339.97021484     0.12997250     1.78793907  7339.97021484     4.18346405     0.00100000     0.70746154
     1.78045917     1.78833044     0.92166406     4.18344069  7342.18652344     0.12997250     1.78833044  7342.18652344     4.18344069     0.00100000     0.70746154
     1.78114319     1.78872299     0.92238224     4.18341637  7344.41162109     0.12997252     1.78872299  7344.41162109     4.18341637     0.00100000     0.70746130
     1.78182709     1.78911662     0.92310315     4.18339157  7346.65820312     0.12997250     1.78911662  7346.65820312     4.18339157     0.00100000     0.70746124
     1.78251100     1.78951156     0.92382658     4.18336630  7348.89648438     0.12997250     1.78951156  7348.89648438     4.18336630     0.00100000     0.70746112
     1.78319490     1.78990698     0.92455292     4.18334103  7351.15234375     0.12997250     1.78990698  7351.15234375     4.18334103     0.00100000     0.70746094
     1.78387880     1.79030252     0.92528188     4.18331432  7353.42871094     0.12997250     1.79030252  7353.42871094     4.18331432     0.00100000     0.70746082
     1.78456283     1.79069877     0.92601377     4.18328905  7355.70166016     0.12997250     1.79069877  7355.70166016     4.18328905     0.00100000     0.70746082
     1.78524673     1.79109454     0.92674834     4.18326330  7358.00781250     0.12997250     1.79109454  7358.00781250     4.18326330     0.00100000     0.70746064
     1.78593063     1.79149044     0.92748559     4.18323803  7360.31054688     0.12997250     1.79149044  7360.31054688     4.18323803     0.00100000     0.70746070
     1.78661454     1.79188538     0.92822564     4.18321228  7362.63037109     0.12997250     1.79188538  7362.63037109     4.18321228     0.00100000     0.70746076
     1.78729844     1.79228020     0.92896861     4.18318605  7364.97119141     0.12997249     1.79228020  7364.97119141     4.18318605     0.00100000     0.70746070
     1.78798246     1.79267430     0.92971456     4.18316174  7367.33251953     0.12997252     1.79267430  7367.33251953     4.18316174     0.00100000     0.70746088
     1.78866637     1.79306686     0.93046290     4.18313694  7369.69091797     0.12997249     1.79306686  7369.69091797     4.18313694     0.00100000     0.70746088
     1.78935027     1.79345882     0.93121433     4.18311357  7372.07861328     0.12997252     1.79345882  7372.07861328     4.18311357     0.00100000     0.70746100
     1.79003417     1.79384995     0.93196839     4.18308973  7374.47460938     0.12997250     1.79384995  7374.47460938     4.18308973     0.00100000     0.70746112
     1.79071808     1.79423940     0.93272537     4.18306780  7376.88818359     0.12997250     1.79423940  7376.88818359     4.18306780     0.00100000     0.70746130
     1.79140210     1.79462731     0.93348521     4.18304539  7379.31445312     0.12997250     1.79462731  7379.31445312     4.18304539     0.00100000     0.70746130
     1.79208601     1.79501402     0.93424767     4.18302441  7381.76171875     0.12997250     1.79501402  7381.76171875     4.18302441     0.00100000     0.70746160
     1.79276991     1.79539883     0.93501300     4.18300390  7384.22167969     0.12997252     1.79539883  7384.22167969     4.18300390     0.00100000     0.70746160
     1.79345381     1.79578197     0.93578094     4.18298435  7386.69921875     0.12997252     1.79578197  7386.69921875     4.18298435     0.00100000     0.70746160
     1.79413772     1.79616344     0.93655163     4.18296432  7389.19726562     0.12997252     1.79616344  7389.19726562     4.18296432     0.00100000     0.70746154
     1.79482174     1.79654288     0.93732542     4.18294668  7391.70898438     0.12997250     1.79654288  7391.70898438     4.18294668     0.00100000     0.70746177
     1.79550564     1.79692030     0.93810147     4.18292952  7394.22900391     0.12997252     1.79692030  7394.22900391     4.18292952     0.00100000     0.70746166
     1.79618955     1.79729557     0.93888056     4.18291330  7396.78271484     0.12997252     1.79729557  7396.78271484     4.18291330     0.00100000     0.70746160
     1.79687345     1.79766881     0.93966216     4.18289804  7399.34179688     0.12997252     1.79766881  7399.34179688     4.18289804     0.00100000     0.70746154
     1.79755735     1.79803979     0.94044632     4.18288422  7401.91748047     0.12997250     1.79803979  7401.91748047     4.18288422     0.00100000     0.70746142
     1.79824138     1.79840839     0.94123340     4.18287134  7404.51025391     0.12997252     1.79840839  7404.51025391     4.18287134     0.00100000     0.70746130
     1.79892528     1.79877496     0.94202298     4.18285894  7407.13281250     0.12997250     1.79877496  7407.13281250     4.18285894     0.00100000     0.70746106
     1.79960918     1.79913914     0.94281512     4.18284750  7409.75585938     0.12997252     1.79913914  7409.75585938     4.18284750     0.00100000     0.70746088
     1.80029309     1.79950106     0.94360989     4.18283796  7412.40039062     0.12997252     1.79950106  7412.40039062     4.18283796     0.00100000     0.70746064
     1.80097699     1.79986072     0.94440717     4.18282986  7415.06250000     0.12997250     1.79986072  7415.06250000     4.18282986     0.00100000     0.70746040
     1.80166101     1.80021846     0.94520688     4.18282175  7417.74560547     0.12997252     1.80021846  7417.74560547     4.18282175     0.00100000     0.70746011
     1.80234492     1.80057418     0.94600874     4.18281412  7420.44140625     0.12997252     1.80057418  7420.44140625     4.18281412     0.00100000     0.70745975
     1.80302882     1.80092824     0.94681263     4.18280840  7423.14306641     0.12997250     1.80092824  7423.14306641     4.18280840     0.00100000     0.70745945
     1.80371273     1.80128026     0.94761842     4.18280268  7425.86181641     0.12997250     1.80128026  7425.86181641     4.18280268     0.00100000     0.70745903
     1.80439663     1.80163097     0.94842595     4.18279791  7428.59765625     0.12997250     1.80163097  7428.59765625     4.18279791     0.00100000     0.70745873
     1.80508065     1.80198002     0.94923514     4.18279409  7431.34277344     0.12997250     1.80198002  7431.34277344     4.18279409     0.00100000     0.70745832
     1.80576456     1.80232751     0.95004582     4.18279076  7434.09277344     0.12997250     1.80232751  7434.09277344     4.18279076     0.00100000     0.70745808
     1.80644846     1.80267394     0.95085764     4.18278837  7436.85644531     0.12997250     1.80267394  7436.85644531     4.18278837     0.00100000     0.70745772
     1.80713236     1.80301952     0.95167071     4.18278646  7439.62890625     0.12997252     1.80301952  7439.62890625     4.18278646     0.00100000     0.70745742
     1.80781627     1.80336380     0.95248479     4.18278503  7442.41503906     0.12997252     1.80336380  7442.41503906     4.18278503     0.00100000     0.70745730
     1.80850029     1.80370748     0.95329976     4.18278313  7445.19384766     0.12997250     1.80370748  7445.19384766     4.18278313     0.00100000     0.70745695
     1.80918419     1.80405021     0.95411527     4.18278217  7447.98974609     0.12997250     1.80405021  7447.98974609     4.18278217     0.00100000     0.70745659
     1.80986810     1.80439234     0.95493132     4.18278170  7450.78320312     0.12997250     1.80439234  7450.78320312     4.18278170     0.00100000     0.70745641
     1.81055200     1.80473375     0.95574784     4.18278170  7453.58154297     0.12997249     1.80473375  7453.58154297     4.18278170     0.00100000     0.70745605
     1.81123590     1.80507493     0.95656449     4.18278122  7456.37646484     0.12997250     1.80507493  7456.37646484     4.18278122     0.00100000     0.70745575
     1.81191993     1.80541515     0.95738119     4.18278122  7459.19335938     0.12997250     1.80541515  7459.19335938     4.18278122     0.00100000     0.70745558
     1.81260383     1.80575478     0.95819747     4.18278217  7461.99072266     0.12997250     1.80575478  7461.99072266     4.18278217     0.00100000     0.70745510
     1.81328773     1.80609429     0.95901352     4.18278313  7464.79736328     0.12997250     1.80609429  7464.79736328     4.18278313     0.00100000     0.70745498
     1.81397164     1.80643296     0.95982915     4.18278313  7467.60107422     0.12997250     1.80643296  7467.60107422     4.18278313     0.00100000     0.70745468
     1.81465554     1.80677140     0.96064395     4.18278408  7470.40576172     0.12997250     1.80677140  7470.40576172     4.18278408     0.00100000     0.70745432
     1.81533957     1.80710912     0.96145791     4.18278551  7473.21142578     0.12997250     1.80710912  7473.21142578     4.18278551     0.00100000     0.70745403
     1.81602347     1.80744624     0.96227056     4.18278742  7476.00976562     0.12997250     1.80744624  7476.00976562     4.18278742     0.00100000     0.70745379
     1.81670737     1.80778277     0.96308213     4.18278885  7478.81347656     0.12997250     1.80778277  7478.81347656     4.18278885     0.00100000     0.70745349
     1.81739128     1.80811870     0.96389210     4.18279076  7481.60595703     0.12997250     1.80811870  7481.60595703     4.18279076     0.00100000     0.70745319
     1.81807518     1.80845380     0.96470028     4.18279362  7484.38720703     0.12997250     1.80845380  7484.38720703     4.18279362     0.00100000     0.70745289
     1.81875920     1.80878866     0.96550667     4.18279600  7487.16894531     0.12997250     1.80878866  7487.16894531     4.18279600     0.00100000     0.70745254
     1.81944311     1.80912232     0.96631092     4.18279886  7489.93603516     0.12997250     1.80912232  7489.93603516     4.18279886     0.00100000     0.70745230
     1.82012701     1.80945539     0.96711284     4.18280268  7492.70361328     0.12997250     1.80945539  7492.70361328     4.18280268     0.00100000     0.70745200
